checked,firm_name,name,fund_stage,filer_status,total_filings,filing_date,cik,filing_url
,"American Ventures LLC, Series XXXV NAS","American Ventures LLC, Series XXXV NAS",No fund #,first_filer,1,2026-05-29,0002135547,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135547&type=D
,U&I Ventures,"U&I Ventures Fund I, L.P.",Fund I,first_filer,1,2026-05-29,0002091891,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002091891&type=D
,JM Equity Venture LLC - Ripple 12,JM Equity Venture LLC - Ripple 12,No fund #,first_filer,1,2026-05-29,0002135702,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135702&type=D
,Verdant Capital Hybrid,Verdant Capital Hybrid Fund I GmbH & Co. KG,Fund I,first_filer,1,2026-05-29,0002132945,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132945&type=D
,Menlo Inflection Atlas Partners,"Menlo Inflection Atlas Partners, L.P.",No fund #,first_filer,1,2026-05-28,0002135027,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135027&type=D
,Snowy Leopard Ventures,"Snowy Leopard Ventures Fund I, LP",Fund I,first_filer,1,2026-05-28,0002135458,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135458&type=D
,JM Equity Ventures - Kraken1,JM Equity Ventures - Kraken1 LLC,No fund #,first_filer,1,2026-05-28,0002135589,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135589&type=D
,MQ Partners,MQ Partners LP,No fund #,first_filer,1,2026-05-28,0002133097,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002133097&type=D
,JM Equity Venture LLC - Vast 2,JM Equity Venture LLC - Vast 2 LLC,No fund #,first_filer,1,2026-05-28,0002135591,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135591&type=D
,JM Equity Venture LLC - Ripple PE 6,JM Equity Venture LLC - Ripple PE 6,No fund #,first_filer,1,2026-05-28,0002135583,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135583&type=D
,JM Equity Venture LLC - Ripple PE 4,JM Equity Venture LLC - Ripple PE 4 LLC,No fund #,first_filer,1,2026-05-28,0002135585,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135585&type=D
,Engine Ventures Scale Up,"Engine Ventures Scale Up Fund I, L.P.",Fund I,first_filer,1,2026-05-27,0002134977,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002134977&type=D
,Daybreak Ventures Opportunities 4,"Daybreak Ventures Opportunities 4, LLC",No fund #,first_filer,1,2026-05-27,0002137367,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002137367&type=D
,Ahead VC AI Fund,"Ahead VC AI Fund, LP",No fund #,first_filer,1,2026-05-27,0002135040,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135040&type=D
,AAL VC,"AAL VC Fund II, LP",Fund II,first_filer,1,2026-05-27,0002137187,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002137187&type=D
,"American Ventures LLC, Series XLVII Quality One","American Ventures LLC, Series XLVII Quality One",No fund #,first_filer,1,2026-05-26,0002135067,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135067&type=D
,Banyan Ventures,"Banyan Ventures Fund II, L.P.",Fund II,first_filer,1,2026-05-26,0002111782,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002111782&type=D
,Spice Opportunity - CAS B,"Spice Opportunity - CAS B, LP",No fund #,first_filer,1,2026-05-26,0002136300,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002136300&type=D
,Aventura Defense Ventures I,Aventura Defense Ventures I,No fund #,first_filer,1,2026-05-26,0002134814,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002134814&type=D
,WAGMI 193 - WAGMI Master,WAGMI 193 - WAGMI Master LLC,No fund #,first_filer,1,2026-05-26,0002137013,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002137013&type=D
,Menlo AI Leaders II,"Menlo AI Leaders II, L.P.",No fund #,first_filer,1,2026-05-22,0002133555,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002133555&type=D
,Alpine Fitness Ventures,Alpine Fitness Ventures LLC,No fund #,first_filer,1,2026-05-22,0002134783,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002134783&type=D
,Liberty City Ventures AI Fund,Liberty City Ventures AI Fund LLC,No fund #,first_filer,1,2026-05-22,0002135760,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135760&type=D
,GX Expedition,"GX Expedition Fund I, LP",Fund I,first_filer,1,2026-05-22,0002135313,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135313&type=D
,Carry Venture Capital,"Carry Venture Capital Fund I, LP",Fund I,first_filer,1,2026-05-21,0002071584,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002071584&type=D
,APV MACH 2026,APV MACH 2026 LLC,No fund #,first_filer,1,2026-05-20,0002129189,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002129189&type=D
,WAGMI 192 - WAGMI Master,WAGMI 192 - WAGMI Master LLC,No fund #,first_filer,1,2026-05-20,0002134826,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002134826&type=D
,Breyer Zou Ventures I,"Breyer Zou Ventures I, LP",No fund #,first_filer,1,2026-05-19,0002085633,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002085633&type=D
,Spice Opportunity - ZII B,"Spice Opportunity - ZII B, LP",No fund #,first_filer,1,2026-05-19,0002132835,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132835&type=D
,Spice Opportunity - IDFI,"Spice Opportunity - IDFI, LP",No fund #,first_filer,1,2026-05-19,0002132837,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132837&type=D
,200 North Seventh Avenue Joint Venture,"200 North Seventh Avenue Joint Venture, LLC",No fund #,first_filer,1,2026-05-19,0002133968,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002133968&type=D
,Kalea Ventures Funds LLC - Series I MSAI,Kalea Ventures Funds LLC - Series I MSAI,No fund #,first_filer,1,2026-05-18,0002131962,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131962&type=D
,137 Holdings PHI,"137 Holdings PHI, LLC",No fund #,first_filer,1,2026-05-18,0002130767,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002130767&type=D
,DNA Capital VC II,DNA Capital VC II LP,No fund #,first_filer,1,2026-05-18,0002123937,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002123937&type=D
,"American Ventures LLC, Series XLIV DBC","American Ventures LLC, Series XLIV DBC",No fund #,first_filer,1,2026-05-15,0002128391,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002128391&type=D
,Althing Ventures,"Althing Ventures Fund I, LP",Fund I,first_filer,1,2026-05-15,0002123077,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002123077&type=D
,Interwoven Ventures S3,Interwoven Ventures S3 LLC,No fund #,first_filer,1,2026-05-15,0002126225,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002126225&type=D
,Z21 Ventures HEN Tech Feb 2026,Z21 Ventures HEN Tech Feb 2026 LLC,No fund #,first_filer,1,2026-05-15,0002126258,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002126258&type=D
,Inflection Ventures Anthropic,Inflection Ventures Anthropic Fund I LLC,Fund I,first_filer,1,2026-05-15,0002128726,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002128726&type=D
,Embedded Ventures 2026-I,Embedded Ventures 2026-I LLC,No fund #,first_filer,1,2026-05-15,0002135194,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002135194&type=D
,HDVA On-chain,HDVA On-chain LLC,No fund #,first_filer,1,2026-05-15,0002128764,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002128764&type=D
,Sage Venture Partners (BMG Labs II),"Sage Venture Partners (BMG Labs II), LLC",No fund #,first_filer,1,2026-05-15,0002128724,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002128724&type=D
,TCP Shield,"TCP Shield, LP",No fund #,first_filer,1,2026-05-15,0002134853,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002134853&type=D
,DISCIPULUS VENTURES II,"DISCIPULUS VENTURES II, LP",No fund #,first_filer,1,2026-05-14,0002134195,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002134195&type=D
,AGI HOUSE VENTURES,"AGI HOUSE VENTURES FUND I, LP",Fund I,first_filer,1,2026-05-14,0002060017,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002060017&type=D
,Proximity Quest I,"Proximity Quest I, LLC",No fund #,first_filer,1,2026-05-14,0002124304,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002124304&type=D
,Niya Partners OX,Niya Partners OX LLC,No fund #,first_filer,1,2026-05-14,0002132294,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132294&type=D
,Lorimer Ventures,Lorimer Ventures Fund 2 QP LP,Fund II,first_filer,1,2026-05-13,0002131754,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131754&type=D
,Lorimer Ventures,Lorimer Ventures Fund 2 LP,Fund II,first_filer,1,2026-05-13,0002131609,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131609&type=D
,Entropy Ventures,Entropy Ventures Fund I LP,Fund I,first_filer,1,2026-05-13,0002134153,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002134153&type=D
,Pragmatech,"Pragmatech Fund II, LP",Fund II,first_filer,1,2026-05-13,0002134519,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002134519&type=D
,PI US Partners,PI US Partners LLC,No fund #,first_filer,1,2026-05-13,0002133718,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002133718&type=D
,Pattern Ventures,Pattern Ventures Fund II LP,Fund II,first_filer,1,2026-05-12,0002131870,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131870&type=D
,ALIAVIA Ventures,"ALIAVIA Ventures Fund II, L.P.",Fund II,first_filer,1,2026-05-12,0002076758,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002076758&type=D
,Valor Ventures PL,"Valor Ventures PL, L.P.",No fund #,first_filer,1,2026-05-11,0002132064,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132064&type=D
,WAGMI 191 - WAGMI Master,WAGMI 191 - WAGMI Master LLC,No fund #,first_filer,1,2026-05-11,0002121686,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002121686&type=D
,Mirae Asset BioHealth Ingenuity,"Mirae Asset BioHealth Ingenuity Fund I, LP",Fund I,first_filer,1,2026-05-11,0002131553,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131553&type=D
,137 Holdings ABI,"137 Holdings ABI, LLC",No fund #,first_filer,1,2026-05-11,0002133257,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002133257&type=D
,Qiming Venture Partners IX-D,"Qiming Venture Partners IX-D, L.P.",No fund #,first_filer,1,2026-05-11,0002130176,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002130176&type=D
,FOURTH PICK VENTURES,"FOURTH PICK VENTURES, LLC",No fund #,first_filer,1,2026-05-08,0002133192,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002133192&type=D
,Apogee Venture Fund,Apogee Venture Fund LLC,No fund #,first_filer,1,2026-05-08,0002131484,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131484&type=D
,Mirae Asset New Paradigm Fund,"Mirae Asset New Paradigm Fund, L.P.",No fund #,first_filer,1,2026-05-08,0002134156,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002134156&type=D
,Medical Technology Venture Partners I-A,"Medical Technology Venture Partners I-A, L.P.",No fund #,first_filer,1,2026-05-08,0002132453,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132453&type=D
,forml,"forml, Inc.",No fund #,first_filer,2,2026-05-07,0002024991,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002024991&type=D
,SkyBeam Venture Partners,SkyBeam Venture Partners Fund I LP,Fund I,first_filer,1,2026-05-07,0002108858,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002108858&type=D
,MHS Capital Partners CE,"MHS Capital Partners CE, LLC",No fund #,first_filer,1,2026-05-07,0002132975,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132975&type=D
,MHS Capital Partners ST,"MHS Capital Partners ST, LLC",No fund #,first_filer,1,2026-05-07,0002133050,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002133050&type=D
,MHS Capital Partners IN,"MHS Capital Partners IN, LLC",No fund #,first_filer,1,2026-05-07,0002132946,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132946&type=D
,River Partners SD3 VC Fund,"River Partners SD3 VC Fund, LLC",No fund #,first_filer,1,2026-05-07,0002129100,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002129100&type=D
,Solaris Ventures,"Solaris Ventures Fund I, LP",Fund I,first_filer,1,2026-05-06,0002131628,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131628&type=D
,Unifi Local Hero,"Unifi Local Hero, LLC",No fund #,first_filer,2,2026-05-06,0002072387,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002072387&type=D
,Archimede Ventures,"Archimede Ventures Fund I, LP",Fund I,first_filer,1,2026-05-05,0002133072,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002133072&type=D
,PCV,"PCV Fund I Partners - Recur, LP",Fund I,first_filer,1,2026-05-05,0002131996,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131996&type=D
,137 Holdings SXXII,"137 Holdings SXXII, LLC",No fund #,first_filer,1,2026-05-05,0002129283,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002129283&type=D
,CCV-LowRateCo-2025,CCV-LowRateCo-2025 LLC,No fund #,first_filer,2,2026-05-05,0002131911,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131911&type=D
,Crosscourt Ventures II,"Crosscourt Ventures II, LP",No fund #,first_filer,1,2026-05-04,0002131466,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131466&type=D
,Coastal Ventures II Barwick QP Fund,"Coastal Ventures II Barwick QP Fund, LLC",No fund #,first_filer,1,2026-05-04,0002130379,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002130379&type=D
,COASTAL VENTURES II BARWICK FUND,"COASTAL VENTURES II BARWICK FUND, LLC",No fund #,first_filer,1,2026-05-04,0002130385,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002130385&type=D
,Tall Ventures,"Tall Ventures Fund I, L.P.",Fund I,first_filer,1,2026-05-04,0002099020,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002099020&type=D
,Tandem Ventures,"Tandem Ventures Fund II, LP",Fund II,first_filer,1,2026-05-04,0002128144,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002128144&type=D
,One of One Ventures Technology,"One of One Ventures Technology, Inc.",No fund #,first_filer,1,2026-05-04,0002131570,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131570&type=D
,Gatsby Ventures,Gatsby Ventures LLC,No fund #,first_filer,2,2026-05-04,0002091843,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002091843&type=D
,Fox Run Ventures,Fox Run Ventures LLC,No fund #,first_filer,1,2026-05-04,0002132849,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132849&type=D
,Solid Financial Ventures - Amplifica,Solid Financial Ventures - Amplifica LP,No fund #,first_filer,1,2026-05-04,0002127794,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002127794&type=D
,Autilus Emerging VC Managers,"Autilus Emerging VC Managers Fund I, LP",Fund I,first_filer,1,2026-05-04,0002127659,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002127659&type=D
,Kindred GMF3,"Kindred GMF3, L.P.",No fund #,first_filer,1,2026-05-01,0002127223,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002127223&type=D
,Sandlot Ventures,"Sandlot Ventures Fund I-A, L.P.",Fund I,first_filer,1,2026-05-01,0002108155,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002108155&type=D
,Sandlot Ventures,"Sandlot Ventures Fund I, L.P.",Fund I,first_filer,1,2026-05-01,0002107067,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002107067&type=D
,Daybreak Ventures Opportunities 3,"Daybreak Ventures Opportunities 3, LLC",No fund #,first_filer,1,2026-05-01,0002131994,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131994&type=D
,Liquid 2 Ventures Fund Series-06,"Liquid 2 Ventures Fund Series-06, L.P.",No fund #,first_filer,1,2026-05-01,0002124963,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002124963&type=D
,New Earth Ventures,New Earth Ventures Fund I LP,Fund I,first_filer,1,2026-04-30,0002058860,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002058860&type=D
,"American Ventures LLC, Series XLIX GNS","American Ventures LLC, Series XLIX GNS",No fund #,first_filer,1,2026-04-30,0002128836,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002128836&type=D
,RVC Pawa 2026,"RVC Pawa 2026, L.P.",No fund #,first_filer,1,2026-04-30,0002129119,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002129119&type=D
,NV Scout AI Series A AC Partners,NV Scout AI Series A AC Partners LLC,No fund #,first_filer,1,2026-04-30,0002132173,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132173&type=D
,FVP Growth Partners II,"FVP Growth Partners II, L.P.",No fund #,first_filer,1,2026-04-30,0002127554,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002127554&type=D
,Renown Capital Partners I,"Renown Capital Partners I, L.P.",No fund #,first_filer,1,2026-04-30,0002049968,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002049968&type=D
,BOOMERANG PARTNERS GOFLEX,BOOMERANG PARTNERS GOFLEX LLC,No fund #,first_filer,1,2026-04-30,0002127246,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002127246&type=D
,KR Investment Partners Select II,KR Investment Partners Select II LLC,No fund #,first_filer,1,2026-04-30,0002107865,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002107865&type=D
,Franklin Blackhorse Opportunities,"Franklin Blackhorse Opportunities, L.P.",No fund #,first_filer,1,2026-04-30,0002130348,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002130348&type=D
,Menlo Inflection Suno Partners II,"Menlo Inflection Suno Partners II, L.P.",No fund #,first_filer,1,2026-04-29,0002130171,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002130171&type=D
,EnOne Ventures,EnOne Ventures LP,No fund #,first_filer,1,2026-04-29,0002129854,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002129854&type=D
,"Alpha Drive Ventures Fund, Limited Partnership","Alpha Drive Ventures Fund, Limited Partnership",No fund #,first_filer,1,2026-04-28,0002127778,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002127778&type=D
,Highlands VP LLC - Series IV,Highlands VP LLC - Series IV,No fund #,first_filer,1,2026-04-28,0002132026,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002132026&type=D
,EQT Life Sciences 8-Core Privak,EQT Life Sciences 8-Core Privak,No fund #,first_filer,1,2026-04-28,0002115456,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002115456&type=D
,Starshot,"Starshot Fund II, L.P.",Fund II,first_filer,1,2026-04-28,0002121647,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002121647&type=D
,CADENZA VENTURES OPPORTUNITIES FUND LP SERIES K,CADENZA VENTURES OPPORTUNITIES FUND LP SERIES K,No fund #,first_filer,1,2026-04-27,0002129089,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002129089&type=D
,CADENZA AI VENTURES OPPORTUNITIES FUND SERIES TE,CADENZA AI VENTURES OPPORTUNITIES FUND SERIES TE,No fund #,first_filer,1,2026-04-27,0002129090,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002129090&type=D
,CADENZA AI VENTURES OPPORTUNITIES FUND LP SERIES S,CADENZA AI VENTURES OPPORTUNITIES FUND LP SERIES S,No fund #,first_filer,1,2026-04-27,0002129088,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002129088&type=D
,Sambhasa Global Ventures,"Sambhasa Global Ventures, LP",No fund #,first_filer,1,2026-04-27,0002131238,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131238&type=D
,CADENZA VENTURES OPPORTUNITIES FUND LP SERIES EM,CADENZA VENTURES OPPORTUNITIES FUND LP SERIES EM,No fund #,first_filer,1,2026-04-27,0002129011,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002129011&type=D
,CADENZA VENTURES OPPORTUNITIES FUND LP SERIES CA,CADENZA VENTURES OPPORTUNITIES FUND LP SERIES CA,No fund #,first_filer,1,2026-04-27,0002129012,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002129012&type=D
,Atreides Private Opportunities,"Atreides Private Opportunities Fund II, LP",Fund II,first_filer,1,2026-04-27,0002121510,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002121510&type=D
,AVSF - Thea Energy 2026,"AVSF - Thea Energy 2026, LLC",No fund #,first_filer,1,2026-04-27,0002127472,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002127472&type=D
,AVSF - Andromeda Surgical 2026,"AVSF - Andromeda Surgical 2026, LLC",No fund #,first_filer,1,2026-04-27,0002127057,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002127057&type=D
,AVSF - Wealth 2026,"AVSF - Wealth 2026, LLC",No fund #,first_filer,1,2026-04-27,0002125894,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002125894&type=D
,Patient Capital Venture,"Patient Capital Venture Fund I, LP",Fund I,first_filer,1,2026-04-27,0002131318,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131318&type=D
,"Cupola VC 14, L.L.","Cupola VC 14, L.L.L.P.",No fund #,first_filer,1,2026-04-27,0002131933,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002131933&type=D
,Daybreak Ventures Opportunities 2,"Daybreak Ventures Opportunities 2, LLC",No fund #,first_filer,1,2026-04-24,0002127560,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002127560&type=D
